,1.65,,,,1.7249999999999999,,,,,1.575,
,,,,,,,,,,0.44999999999999996,
,,,,,,,,,,,
,,,0.44999999999999996,,,,,,4.125,4.5,
,,,,,,,,1.65,5.625,3.0,
,,,,,,,,,6.0,2.25,1.875
,2.1,2.25,2.3249999999999997,,,,,,4.5,,
,2.4,2.625,2.625,,,,,,3.75,,
