B,1,1.65
F,1,1.7249999999999999
K,1,1.575
K,2,0.44999999999999996
D,4,0.44999999999999996
J,4,4.125
K,4,4.5
I,5,1.65
J,5,5.625
K,5,3.0
J,6,6.0
K,6,2.25
L,6,1.875
B,7,2.1
C,7,2.25
D,7,2.3249999999999997
J,7,4.5
B,8,2.4
C,8,2.625
D,8,2.625
J,8,3.75
